device,time,temperature,co2,humidity,battery,dewpoint,room
70B3D55F200001BC,2021-04-22 21:32:31+00,24.2,449,38,3,8.97,main bedroom
70B3D55F200001B9,2021-04-22 21:32:40+00,20.8,446,45.5,3,8.59,second bedroom
70B3D55F200001BC,2021-04-22 21:40:02+00,23.8,431,38,3,8.62,main bedroom
70B3D55F200001B9,2021-04-22 21:40:11+00,20.6,417,45.5,3,8.41,second bedroom
70B3D55F200001BB,2021-04-22 21:49:11+00,20.7,411,43,3,7.67,lounge
70B3D55F200001BB,2021-04-22 21:41:42+00,21,414,42.5,3,7.76,lounge
70B3D55F200001BB,2021-04-22 21:56:42+00,20.4,410,43,3,7.39,lounge
70B3D55F200001BC,2021-04-22 21:47:34+00,23.5,427,38.5,3,8.54,main bedroom
70B3D55F200001B9,2021-04-22 21:47:43+00,20.5,438,46,3,8.48,second bedroom
70B3D55F200001BC,2021-04-22 21:55:02+00,23.1,442,39,3,8.38,main bedroom
70B3D55F200001B9,2021-04-22 21:55:11+00,20.3,441,46,3,8.29,second bedroom
70B3D55F200001BC,2021-04-22 22:02:32+00,22.8,427,39.5,3,8.3,main bedroom
70B3D55F200001B9,2021-04-22 22:02:40+00,20.2,439,46.5,3,8.36,second bedroom
70B3D55F200001BB,2021-04-22 22:11:43+00,20,394,44.5,3,7.54,lounge
70B3D55F200001BC,2021-04-22 22:10:00+00,22.5,440,40,3,8.22,main bedroom
70B3D55F200001B9,2021-04-22 22:10:10+00,20.1,438,46.5,3,8.27,second bedroom
70B3D55F200001BC,2021-04-22 22:17:29+00,22.3,417,40.5,3,8.22,main bedroom
70B3D55F200001B9,2021-04-22 22:17:40+00,20,447,47,3,8.34,second bedroom
70B3D55F200001BB,2021-04-22 22:26:40+00,19.6,431,45,3,7.34,lounge
70B3D55F200001BB,2021-04-22 22:19:11+00,19.8,411,45,3,7.52,lounge
70B3D55F200001BC,2021-04-22 22:25:01+00,22.1,436,40.5,3,8.04,main bedroom
70B3D55F200001B9,2021-04-22 22:25:12+00,19.9,436,47,3,8.25,second bedroom
70B3D55F200001BB,2021-04-22 22:34:12+00,19.5,424,45.5,3,7.41,lounge
70B3D55F200001BC,2021-04-22 22:32:29+00,21.9,430,41,3,8.04,main bedroom
70B3D55F200001B9,2021-04-22 22:32:41+00,19.7,418,47,3,8.06,second bedroom
70B3D55F200001BC,2021-04-22 22:40:00+00,21.7,416,41.5,3,8.04,main bedroom
70B3D55F200001BB,2021-04-22 22:41:42+00,19.4,425,45.5,3,7.32,lounge
70B3D55F200001B9,2021-04-22 22:40:12+00,19.7,432,47.5,3,8.22,second bedroom
70B3D55F200001BB,2021-04-22 22:49:14+00,19.3,409,46,3,7.39,lounge
70B3D55F200001BC,2021-04-22 22:47:32+00,21.5,429,41.5,3,7.86,main bedroom
70B3D55F200001B9,2021-04-22 22:47:44+00,19.6,453,47.5,3,8.13,second bedroom
70B3D55F200001BB,2021-04-22 22:56:42+00,19.2,405,46,3,7.29,lounge
70B3D55F200001BC,2021-04-22 22:55:04+00,21.3,439,42,3,7.86,main bedroom
70B3D55F200001B9,2021-04-22 22:55:13+00,19.5,442,48,3,8.19,second bedroom
70B3D55F200001BC,2021-04-22 23:02:33+00,21.2,416,42.5,3,7.94,main bedroom
70B3D55F200001B9,2021-04-22 23:02:43+00,19.4,436,48,3,8.1,second bedroom
70B3D55F200001BB,2021-04-22 23:11:42+00,19,424,46.5,3,7.27,lounge
70B3D55F200001BB,2021-04-22 23:04:15+00,19.1,419,46.5,3,7.36,lounge
70B3D55F200001BC,2021-04-22 23:10:05+00,21,416,42.5,3,7.76,main bedroom
70B3D55F200001B9,2021-04-22 23:10:12+00,19.3,454,48,3,8.01,second bedroom
70B3D55F200001BC,2021-04-22 23:17:34+00,20.9,429,43,3,7.85,main bedroom
70B3D55F200001B9,2021-04-22 23:17:40+00,19.2,436,48.5,3,8.07,second bedroom
70B3D55F200001BC,2021-04-22 23:25:06+00,20.8,441,43,3,7.76,main bedroom
70B3D55F200001BB,2021-04-22 23:19:10+00,18.9,404,47,3,7.34,lounge
70B3D55F200001B9,2021-04-22 23:25:08+00,19.2,439,48.5,3,8.07,second bedroom
70B3D55F200001BC,2021-04-22 23:32:36+00,20.7,444,43.5,3,7.83,main bedroom
70B3D55F200001BB,2021-04-22 23:26:38+00,18.9,425,47,3,7.34,lounge
70B3D55F200001B9,2021-04-22 23:32:37+00,19.1,433,48.5,3,7.98,second bedroom
70B3D55F200001BB,2021-04-22 23:41:36+00,18.8,403,47.5,3,7.4,lounge
70B3D55F200001BB,2021-04-22 23:34:07+00,18.8,422,47.5,3,7.4,lounge
70B3D55F200001BC,2021-04-22 23:40:04+00,20.6,451,43.5,3,7.74,main bedroom
70B3D55F200001BB,2021-04-22 23:49:06+00,18.7,408,47.5,3,7.31,lounge
70B3D55F200001BC,2021-04-22 23:47:32+00,20.5,428,44,3,7.82,main bedroom
70B3D55F200001B9,2021-04-22 23:47:35+00,19,454,49,3,8.04,second bedroom
70B3D55F200001BB,2021-04-22 23:56:37+00,18.7,423,48,3,7.46,lounge
70B3D55F200001BC,2021-04-22 23:55:00+00,20.4,421,44,3,7.73,main bedroom
70B3D55F200001B9,2021-04-22 23:55:06+00,18.9,439,49,3,7.95,second bedroom
