# assumes 12 time steps per hour from day 335 - day 365
# julian decimal day, ignore, diffuse solar, global horiz solar
359.3125,0.000,8.000,8.000
359.3160,0.000,8.000,8.000
359.3195,0.000,9.000,9.000
359.3229,0.000,11.000,11.0
359.3264,0.000,15.000,15.0
359.3299,0.000,19.000,19.0
359.3333,0.000,22.000,22.0
359.3368,0.000,25.000,25.0
359.3403,0.000,26.000,26.0
359.3438,0.000,30.000,30.0
359.3472,0.000,32.000,32.0
359.3507,0.000,36.000,36.0
359.3542,0.000,40.000,40.0
359.3576,0.000,41.000,41.0
359.3611,0.000,37.000,37.0
359.3646,0.000,32.000,32.0
359.3680,0.000,30.000,30.0
359.3715,0.000,35.000,35.0
359.3750,0.000,38.000,38.0
359.3785,0.000,39.000,39.0
359.3820,0.000,47.000,47.0
359.3854,0.000,60.000,60.0
359.3889,0.000,65.000,65.0
359.3924,0.000,69.000,69.0
359.3958,0.000,70.000,70.0
359.3993,0.000,64.000,64.0
359.4028,0.000,62.000,62.0
359.4062,0.000,64.000,64.0
359.4097,0.000,83.000,83.0
359.4132,0.000,68.000,68.0
359.4167,0.000,58.000,58.0
359.4201,0.000,53.000,53.0
359.4236,0.000,44.000,44.0
359.4271,0.000,46.000,46.0
359.4305,0.000,60.000,60.0
359.4340,0.000,78.000,78.0
359.4375,0.000,94.000,94.0
359.4410,0.000,89.000,89.0
359.4445,0.000,85.000,85.0
359.4479,0.000,77.000,77.0
359.4514,0.000,68.000,68.0
359.4549,0.000,71.000,71.0
359.4583,0.000,64.000,64.0
359.4618,0.000,72.000,72.0
359.4653,0.000,84.000,84.0
359.4688,0.000,89.000,89.0
359.4722,0.000,99.000,99.0
359.4757,0.000,93.000,93.0
359.4792,0.000,95.000,95.0
359.4826,0.000,104.000,104
359.4861,0.000,114.000,114
359.4896,0.000,116.000,116
359.4930,0.000,100.000,100
359.4965,0.000,103.000,103
359.5000,0.000,114.000,114
359.5035,0.000,127.000,127
359.5070,0.000,133.000,133
359.5104,0.000,150.000,150
359.5139,0.000,146.000,146
359.5174,0.000,124.000,124
359.5208,0.000,96.000,96.0
359.5243,0.000,77.000,77.0
359.5278,0.000,63.000,63.0
359.5312,0.000,63.000,63.0
359.5347,0.000,63.000,63.0
359.5382,0.000,60.000,60.0
359.5417,0.000,53.000,53.0
359.5451,0.000,45.000,45.0
359.5486,0.000,41.000,41.0
359.5521,0.000,40.000,40.0
359.5555,0.000,41.000,41.0
359.5590,0.000,45.000,45.0
359.5625,0.000,46.000,46.0
359.5660,0.000,46.000,46.0
359.5695,0.000,47.000,47.0
359.5729,0.000,45.000,45.0
359.5764,0.000,43.000,43.0
359.5799,0.000,38.000,38.0
359.5833,0.000,34.000,34.0
359.5868,0.000,33.000,33.0
359.5903,0.000,30.000,30.0
359.5938,0.000,24.000,24.0
359.5972,0.000,21.000,21.0
359.6007,0.000,18.000,18.0
359.6042,0.000,17.000,17.0
359.6076,0.000,16.000,16.0
359.6111,0.000,15.000,15.0
359.6146,0.000,13.000,13.0
359.6180,0.000,10.000,10.0
359.6215,0.000,6.000,6.000
359.6250,0.000,5.000,5.000
359.6285,0.000,4.000,4.000
359.6320,0.000,2.000,3.000
359.6354,0.000,2.000,2.000
359.6389,0.000,1.000,1.000
359.6424,0.000,0.000,0.000
359.6458,0.000,0.000,0.000
359.6493,0.000,0.000,0.000
359.6528,0.000,0.000,0.000
359.6562,0.000,0.000,0.000
359.6597,0.000,0.000,0.000
359.6632,0.000,0.000,0.000
359.6667,0.000,0.000,0.000
359.6701,0.000,0.000,0.000
359.6736,0.000,0.000,0.000
359.6771,0.000,0.000,0.000
359.6805,0.000,0.000,0.000
359.6840,0.000,0.000,0.000
359.6875,0.000,0.000,0.000
359.6910,0.000,0.000,0.000
359.6945,0.000,0.000,0.000
359.6979,0.000,0.000,0.000
359.7014,0.000,0.000,0.000
359.7049,0.000,0.000,0.000
359.7083,0.000,0.000,0.000
359.7118,0.000,0.000,0.000
359.7153,0.000,0.000,0.000
359.7188,0.000,0.000,0.000
359.7222,0.000,0.000,0.000
359.7257,0.000,0.000,0.000
359.7292,0.000,0.000,0.000
359.7326,0.000,0.000,0.000
359.7361,0.000,0.000,0.000
359.7396,0.000,0.000,0.000
359.7430,0.000,0.000,0.000
359.7465,0.000,0.000,0.000
359.7500,0.000,0.000,0.000
359.7535,0.000,0.000,0.000
359.7570,0.000,0.000,0.000
359.7604,0.000,0.000,0.000
359.7639,0.000,0.000,0.000
359.7674,0.000,0.000,0.000
359.7708,0.000,0.000,0.000
359.7743,0.000,0.000,0.000
359.7778,0.000,0.000,0.000
359.7812,0.000,0.000,0.000
359.7847,0.000,0.000,0.000
359.7882,0.000,0.000,0.000
359.7917,0.000,0.000,0.000
359.7951,0.000,0.000,0.000
359.7986,0.000,0.000,0.000
359.8021,0.000,0.000,0.000
359.8055,0.000,0.000,0.000
359.8090,0.000,0.000,0.000
359.8125,0.000,0.000,0.000
359.8160,0.000,0.000,0.000
359.8195,0.000,0.000,0.000
359.8229,0.000,0.000,0.000
359.8264,0.000,0.000,0.000
359.8299,0.000,0.000,0.000
359.8333,0.000,0.000,0.000
359.8368,0.000,0.000,0.000
359.8403,0.000,0.000,0.000
359.8438,0.000,0.000,0.000
359.8472,0.000,0.000,0.000
359.8507,0.000,0.000,0.000
359.8542,0.000,0.000,0.000
359.8576,0.000,0.000,0.000
359.8611,0.000,0.000,0.000
359.8646,0.000,0.000,0.000
359.8680,0.000,0.000,0.000
359.8715,0.000,0.000,0.000
359.8750,0.000,0.000,0.000
359.8785,0.000,0.000,0.000
359.8820,0.000,0.000,0.000
359.8854,0.000,0.000,0.000
359.8889,0.000,0.000,0.000
359.8924,0.000,0.000,0.000
359.8958,0.000,0.000,0.000
359.8993,0.000,0.000,0.000
359.9028,0.000,0.000,0.000
359.9062,0.000,0.000,0.000
359.9097,0.000,0.000,0.000
359.9132,0.000,0.000,0.000
359.9167,0.000,0.000,0.000
359.9201,0.000,0.000,0.000
359.9236,0.000,0.000,0.000
359.9271,0.000,0.000,0.000
359.9305,0.000,0.000,0.000
359.9340,0.000,0.000,0.000
359.9375,0.000,0.000,0.000
359.9410,0.000,0.000,0.000
359.9445,0.000,0.000,0.000
359.9479,0.000,0.000,0.000
359.9514,0.000,0.000,0.000
359.9549,0.000,0.000,0.000
359.9583,0.000,0.000,0.000
359.9618,0.000,0.000,0.000
359.9653,0.000,0.000,0.000
359.9688,0.000,0.000,0.000
359.9722,0.000,0.000,0.000
359.9757,0.000,0.000,0.000
359.9792,0.000,0.000,0.000
359.9826,0.000,0.000,0.000
359.9861,0.000,0.000,0.000
359.9896,0.000,0.000,0.000
359.9930,0.000,0.000,0.000
359.9965,0.000,0.000,0.000
360.0000,0.000,0.000,0.000
360.0035,0.000,0.000,0.000
360.0070,0.000,0.000,0.000
360.0104,0.000,0.000,0.000
360.0139,0.000,0.000,0.000
360.0174,0.000,0.000,0.000
360.0208,0.000,0.000,0.000
360.0243,0.000,0.000,0.000
360.0278,0.000,0.000,0.000
360.0312,0.000,0.000,0.000
360.0347,0.000,0.000,0.000
360.0382,0.000,0.000,0.000
360.0417,0.000,0.000,0.000
360.0451,0.000,0.000,0.000
360.0486,0.000,0.000,0.000
360.0521,0.000,0.000,0.000
360.0555,0.000,0.000,0.000
360.0590,0.000,0.000,0.000
360.0625,0.000,0.000,0.000
360.0660,0.000,0.000,0.000
360.0695,0.000,0.000,0.000
360.0729,0.000,0.000,0.000
360.0764,0.000,0.000,0.000
360.0799,0.000,0.000,0.000
360.0833,0.000,0.000,0.000
360.0868,0.000,0.000,0.000
360.0903,0.000,0.000,0.000
360.0938,0.000,0.000,0.000
360.0972,0.000,0.000,0.000
360.1007,0.000,0.000,0.000
360.1042,0.000,0.000,0.000
360.1076,0.000,0.000,0.000
360.1111,0.000,0.000,0.000
360.1146,0.000,0.000,0.000
360.1180,0.000,0.000,0.000
360.1215,0.000,0.000,0.000
360.1250,0.000,0.000,0.000
360.1285,0.000,0.000,0.000
360.1320,0.000,0.000,0.000
360.1354,0.000,0.000,0.000
360.1389,0.000,0.000,0.000
360.1424,0.000,0.000,0.000
360.1458,0.000,0.000,0.000
360.1493,0.000,0.000,0.000
360.1528,0.000,0.000,0.000
360.1562,0.000,0.000,0.000
360.1597,0.000,0.000,0.000
360.1632,0.000,0.000,0.000
360.1667,0.000,0.000,0.000
360.1701,0.000,0.000,0.000
360.1736,0.000,0.000,0.000
360.1771,0.000,0.000,0.000
360.1805,0.000,0.000,0.000
360.1840,0.000,0.000,0.000
360.1875,0.000,0.000,0.000
360.1910,0.000,0.000,0.000
360.1945,0.000,0.000,0.000
360.1979,0.000,0.000,0.000
360.2014,0.000,0.000,0.000
360.2049,0.000,0.000,0.000
360.2083,0.000,0.000,0.000
360.2118,0.000,0.000,0.000
360.2153,0.000,0.000,0.000
360.2188,0.000,0.000,0.000
360.2222,0.000,0.000,0.000
360.2257,0.000,0.000,0.000
360.2292,0.000,0.000,0.000
360.2326,0.000,0.000,0.000
360.2361,0.000,0.000,0.000
360.2396,0.000,0.000,0.000
360.2430,0.000,0.000,0.000
360.2465,0.000,0.000,0.000
360.2500,0.000,0.000,0.000
360.2535,0.000,0.000,0.000
360.2570,0.000,0.000,0.000
360.2604,0.000,0.000,0.000
360.2639,0.000,0.000,0.000
360.2674,0.000,0.000,0.000
360.2708,0.000,0.000,0.000
360.2743,0.000,0.000,0.000
360.2778,0.000,1.000,1.000
360.2812,0.000,1.000,1.000
360.2847,0.000,2.000,2.000
360.2882,0.000,3.000,3.000
360.2917,0.000,4.000,4.000
360.2951,0.000,6.000,6.000
360.2986,0.000,7.000,7.000
360.3021,0.000,9.000,9.000
360.3055,0.000,10.000,10.0
360.3090,0.000,13.000,13.0
360.3125,0.000,16.000,16.0
360.3160,0.000,18.000,18.0
360.3195,0.000,21.000,21.0
360.3229,0.000,25.000,25.0
360.3264,0.000,27.000,27.0
360.3299,0.000,31.000,31.0
360.3333,0.000,36.000,36.0
360.3368,0.000,39.000,39.0
360.3403,0.000,40.000,40.0
360.3438,0.000,39.000,39.0
360.3472,0.000,42.000,42.0
360.3507,0.000,46.000,46.0
360.3542,0.000,52.000,52.0
360.3576,0.000,61.000,61.0
360.3611,0.000,67.000,67.0
360.3646,0.000,66.000,66.0
360.3680,0.000,62.000,62.0
360.3715,0.000,63.000,63.0
360.3750,0.000,62.000,62.0
360.3785,0.000,65.000,65.0
360.3820,0.000,72.000,72.0
360.3854,0.000,76.000,76.0
360.3889,0.000,78.000,78.0
360.3924,0.000,82.000,82.0
360.3958,0.000,85.000,85.0
360.3993,0.000,82.000,82.0
360.4028,0.000,73.000,73.0
360.4062,0.000,68.000,68.0
360.4097,0.000,69.000,69.0
360.4132,0.000,77.000,77.0
360.4167,0.000,83.000,83.0
360.4201,0.000,100.000,100
360.4236,0.000,130.000,130
360.4271,0.000,171.000,182
360.4305,0.000,195.000,270
360.4340,0.000,205.000,307
360.4375,0.000,162.000,230
360.4410,0.000,141.000,263
360.4445,0.000,186.000,305
360.4479,0.000,148.000,188
360.4514,0.000,102.000,102
360.4549,0.000,93.000,93.0
360.4583,0.000,89.000,89.0
360.4618,0.000,84.000,84.0
360.4653,0.000,74.000,74.0
360.4688,0.000,68.000,68.0
360.4722,0.000,66.000,66.0
360.4757,0.000,62.000,62.0
360.4792,0.000,59.000,59.0
360.4826,0.000,61.000,61.0
360.4861,0.000,63.000,63.0
360.4896,0.000,63.000,63.0
360.4930,0.000,62.000,62.0
360.4965,0.000,61.000,61.0
360.5000,0.000,60.000,60.0
360.5035,0.000,58.000,58.0
360.5070,0.000,55.000,55.0
360.5104,0.000,50.000,50.0
360.5139,0.000,49.000,49.0
360.5174,0.000,46.000,46.0
360.5208,0.000,44.000,44.0
360.5243,0.000,41.000,41.0
360.5278,0.000,38.000,38.0
360.5312,0.000,34.000,34.0
360.5347,0.000,30.000,30.0
360.5382,0.000,28.000,28.0
360.5417,0.000,27.000,27.0
360.5451,0.000,27.000,27.0
360.5486,0.000,23.000,23.0
360.5521,0.000,21.000,21.0
360.5555,0.000,21.000,21.0
360.5590,0.000,20.000,20.0
360.5625,0.000,19.000,19.0
360.5660,0.000,19.000,19.0
360.5695,0.000,21.000,21.0
360.5729,0.000,19.000,19.0
360.5764,0.000,16.000,16.0
360.5799,0.000,15.000,15.0
360.5833,0.000,13.000,13.0
360.5868,0.000,13.000,13.0
360.5903,0.000,11.000,11.0
360.5938,0.000,9.000,9.000
360.5972,0.000,8.000,8.000
360.6007,0.000,10.000,10.0
360.6042,0.000,8.000,8.000
360.6076,0.000,5.000,5.000
360.6111,0.000,3.000,3.000
360.6146,0.000,2.000,2.000
360.6180,0.000,2.000,2.000
360.6215,0.000,1.000,1.000
360.6250,0.000,1.000,1.000
360.6285,0.000,0.000,0.000
360.6320,0.000,0.000,0.000
360.6354,0.000,0.000,0.000
360.6389,0.000,0.000,0.000
360.6424,0.000,0.000,0.000
360.6458,0.000,0.000,0.000
360.6493,0.000,0.000,0.000
360.6528,0.000,0.000,0.000
360.6562,0.000,0.000,0.000
360.6597,0.000,0.000,0.000
360.6632,0.000,0.000,0.000
360.6667,0.000,0.000,0.000
360.6701,0.000,0.000,0.000
360.6736,0.000,0.000,0.000
360.6771,0.000,0.000,0.000
360.6805,0.000,0.000,0.000
360.6840,0.000,0.000,0.000
360.6875,0.000,0.000,0.000
360.6910,0.000,0.000,0.000
360.6945,0.000,0.000,0.000
360.6979,0.000,0.000,0.000
360.7014,0.000,0.000,0.000
360.7049,0.000,0.000,0.000
360.7083,0.000,0.000,0.000
360.7118,0.000,0.000,0.000
360.7153,0.000,0.000,0.000
360.7188,0.000,0.000,0.000
360.7222,0.000,0.000,0.000
360.7257,0.000,0.000,0.000
360.7292,0.000,0.000,0.000
360.7326,0.000,0.000,0.000
360.7361,0.000,0.000,0.000
360.7396,0.000,0.000,0.000
360.7430,0.000,0.000,0.000
360.7465,0.000,0.000,0.000
360.7500,0.000,0.000,0.000
360.7535,0.000,0.000,0.000
360.7570,0.000,0.000,0.000
360.7604,0.000,0.000,0.000
360.7639,0.000,0.000,0.000
360.7674,0.000,0.000,0.000
360.7708,0.000,0.000,0.000
360.7743,0.000,0.000,0.000
360.7778,0.000,0.000,0.000
360.7812,0.000,0.000,0.000
360.7847,0.000,0.000,0.000
360.7882,0.000,0.000,0.000
360.7917,0.000,0.000,0.000
360.7951,0.000,0.000,0.000
360.7986,0.000,0.000,0.000
360.8021,0.000,0.000,0.000
360.8055,0.000,0.000,0.000
360.8090,0.000,0.000,0.000
360.8125,0.000,0.000,0.000
360.8160,0.000,0.000,0.000
360.8195,0.000,0.000,0.000
360.8229,0.000,0.000,0.000
360.8264,0.000,0.000,0.000
360.8299,0.000,0.000,0.000
360.8333,0.000,0.000,0.000
360.8368,0.000,0.000,0.000
360.8403,0.000,0.000,0.000
360.8438,0.000,0.000,0.000
360.8472,0.000,0.000,0.000
360.8507,0.000,0.000,0.000
360.8542,0.000,0.000,0.000
360.8576,0.000,0.000,0.000
360.8611,0.000,0.000,0.000
360.8646,0.000,0.000,0.000
360.8680,0.000,0.000,0.000
360.8715,0.000,0.000,0.000
360.8750,0.000,0.000,0.000
360.8785,0.000,0.000,0.000
360.8820,0.000,0.000,0.000
360.8854,0.000,0.000,0.000
360.8889,0.000,0.000,0.000
360.8924,0.000,0.000,0.000
360.8958,0.000,0.000,0.000
360.8993,0.000,0.000,0.000
360.9028,0.000,0.000,0.000
360.9062,0.000,0.000,0.000
360.9097,0.000,0.000,0.000
360.9132,0.000,0.000,0.000
360.9167,0.000,0.000,0.000
360.9201,0.000,0.000,0.000
360.9236,0.000,0.000,0.000
360.9271,0.000,0.000,0.000
360.9305,0.000,0.000,0.000
360.9340,0.000,0.000,0.000
360.9375,0.000,0.000,0.000
360.9410,0.000,0.000,0.000
360.9445,0.000,0.000,0.000
360.9479,0.000,0.000,0.000
360.9514,0.000,0.000,0.000
360.9549,0.000,0.000,0.000
360.9583,0.000,0.000,0.000
360.9618,0.000,0.000,0.000
360.9653,0.000,0.000,0.000
360.9688,0.000,0.000,0.000
360.9722,0.000,0.000,0.000
360.9757,0.000,0.000,0.000
360.9792,0.000,0.000,0.000
360.9826,0.000,0.000,0.000
360.9861,0.000,0.000,0.000
360.9896,0.000,0.000,0.000
360.9930,0.000,0.000,0.000
360.9965,0.000,0.000,0.000
361.0000,0.000,0.000,0.000
361.0035,0.000,0.000,0.000
361.0070,0.000,0.000,0.000
361.0104,0.000,0.000,0.000
361.0139,0.000,0.000,0.000
361.0174,0.000,0.000,0.000
361.0208,0.000,0.000,0.000
361.0243,0.000,0.000,0.000
361.0278,0.000,0.000,0.000
361.0312,0.000,0.000,0.000
361.0347,0.000,0.000,0.000
361.0382,0.000,0.000,0.000
361.0417,0.000,0.000,0.000
361.0451,0.000,0.000,0.000
361.0486,0.000,0.000,0.000
361.0521,0.000,0.000,0.000
361.0555,0.000,0.000,0.000
361.0590,0.000,0.000,0.000
361.0625,0.000,0.000,0.000
361.0660,0.000,0.000,0.000
361.0695,0.000,0.000,0.000
361.0729,0.000,0.000,0.000
361.0764,0.000,0.000,0.000
361.0799,0.000,0.000,0.000
361.0833,0.000,0.000,0.000
361.0868,0.000,0.000,0.000
361.0903,0.000,0.000,0.000
361.0938,0.000,0.000,0.000
361.0972,0.000,0.000,0.000
361.1007,0.000,0.000,0.000
361.1042,0.000,0.000,0.000
361.1076,0.000,0.000,0.000
361.1111,0.000,0.000,0.000
361.1146,0.000,0.000,0.000
361.1180,0.000,0.000,0.000
361.1215,0.000,0.000,0.000
361.1250,0.000,0.000,0.000
361.1285,0.000,0.000,0.000
361.1320,0.000,0.000,0.000
361.1354,0.000,0.000,0.000
361.1389,0.000,0.000,0.000
361.1424,0.000,0.000,0.000
361.1458,0.000,0.000,0.000
361.1493,0.000,0.000,0.000
361.1528,0.000,0.000,0.000
361.1562,0.000,0.000,0.000
361.1597,0.000,0.000,0.000
361.1632,0.000,0.000,0.000
361.1667,0.000,0.000,0.000
361.1701,0.000,0.000,0.000
361.1736,0.000,0.000,0.000
361.1771,0.000,0.000,0.000
361.1805,0.000,0.000,0.000
361.1840,0.000,0.000,0.000
361.1875,0.000,0.000,0.000
361.1910,0.000,0.000,0.000
361.1945,0.000,0.000,0.000
361.1979,0.000,0.000,0.000
361.2014,0.000,0.000,0.000
361.2049,0.000,0.000,0.000
361.2083,0.000,0.000,0.000
361.2118,0.000,0.000,0.000
361.2153,0.000,0.000,0.000
361.2188,0.000,0.000,0.000
361.2222,0.000,0.000,0.000
361.2257,0.000,0.000,0.000
361.2292,0.000,0.000,0.000
361.2326,0.000,0.000,0.000
361.2361,0.000,0.000,0.000
361.2396,0.000,0.000,0.000
361.2430,0.000,0.000,0.000
361.2465,0.000,0.000,0.000
361.2500,0.000,0.000,0.000
361.2535,0.000,0.000,0.000
361.2570,0.000,0.000,0.000
361.2604,0.000,0.000,0.000
361.2639,0.000,0.000,0.000
361.2674,0.000,0.000,0.000
361.2708,0.000,0.000,0.000
361.2743,0.000,1.000,1.000
361.2778,0.000,1.000,1.000
361.2812,0.000,2.000,2.000
361.2847,0.000,2.000,2.000
361.2882,0.000,4.000,4.000
361.2917,0.000,6.000,6.000
361.2951,0.000,9.000,9.000
361.2986,0.000,13.000,13.0
361.3021,0.000,16.000,16.0
361.3055,0.000,16.000,16.0
361.3090,0.000,20.000,20.0
361.3125,0.000,17.000,17.0
361.3160,0.000,17.000,17.0
361.3195,0.000,19.000,19.0
361.3229,0.000,21.000,21.0
361.3264,0.000,25.000,25.0
361.3299,0.000,31.000,31.0
361.3333,0.000,33.000,33.0
361.3368,0.000,42.000,42.0
361.3403,0.000,48.000,48.0
361.3438,0.000,40.000,40.0
361.3472,0.000,47.000,47.0
361.3507,0.000,29.000,29.0
361.3542,0.000,33.000,33.0
361.3576,0.000,49.000,49.0
361.3611,0.000,42.000,42.0
361.3646,0.000,47.000,47.0
361.3680,0.000,48.000,48.0
361.3715,0.000,48.000,48.0
361.3750,0.000,50.000,50.0
361.3785,0.000,67.000,67.0
361.3820,0.000,82.000,82.0
361.3854,0.000,73.000,73.0
361.3889,0.000,65.000,65.0
361.3924,0.000,64.000,64.0
361.3958,0.000,80.000,80.0
361.3993,0.000,71.000,71.0
361.4028,0.000,68.000,68.0
361.4062,0.000,59.000,59.0
361.4097,0.000,82.000,82.0
361.4132,0.000,77.000,77.0
361.4167,0.000,87.000,87.0
361.4201,0.000,87.000,87.0
361.4236,0.000,89.000,89.0
361.4271,0.000,114.000,114
361.4305,0.000,99.000,99.0
361.4340,0.000,113.000,113
361.4375,0.000,96.000,96.0
361.4410,0.000,107.000,107
361.4445,0.000,137.000,137
361.4479,0.000,134.000,134
361.4514,0.000,95.000,95.0
361.4549,0.000,91.000,91.0
361.4583,0.000,90.000,90.0
361.4618,0.000,112.000,112
361.4653,0.000,103.000,103
361.4688,0.000,87.000,87.0
361.4722,0.000,71.000,71.0
361.4757,0.000,67.000,67.0
361.4792,0.000,71.000,71.0
361.4826,0.000,81.000,81.0
361.4861,0.000,98.000,98.0
361.4896,0.000,115.000,115
361.4930,0.000,125.000,125
361.4965,0.000,120.000,120
361.5000,0.000,123.000,123
361.5035,0.000,136.000,136
361.5070,0.000,146.000,146
361.5104,0.000,189.000,189
361.5139,0.000,175.000,175
361.5174,0.000,161.000,161
361.5208,0.000,161.000,161
361.5243,0.000,169.000,172
361.5278,0.000,162.000,162
361.5312,0.000,145.000,145
361.5347,0.000,176.000,179
361.5382,0.000,184.000,196
361.5417,0.000,137.000,142
361.5451,0.000,93.000,93.0
361.5486,0.000,78.000,78.0
361.5521,0.000,76.000,76.0
361.5555,0.000,80.000,80.0
361.5590,0.000,77.000,77.0
361.5625,0.000,81.000,81.0
361.5660,0.000,78.000,78.0
361.5695,0.000,84.000,84.0
361.5729,0.000,88.000,89.0
361.5764,0.000,71.000,71.0
361.5799,0.000,62.000,62.0
361.5833,0.000,55.000,55.0
361.5868,0.000,50.000,50.0
361.5903,0.000,46.000,46.0
361.5938,0.000,35.000,35.0
361.5972,0.000,32.000,32.0
361.6007,0.000,31.000,31.0
361.6042,0.000,26.000,26.0
361.6076,0.000,19.000,19.0
361.6111,0.000,12.000,12.0
361.6146,0.000,8.000,8.000
361.6180,0.000,6.000,6.000
361.6215,0.000,4.000,4.000
361.6250,0.000,3.000,3.000
361.6285,0.000,2.000,2.000
361.6320,0.000,1.000,1.000
361.6354,0.000,0.000,0.000
361.6389,0.000,0.000,0.000
361.6424,0.000,0.000,0.000
361.6458,0.000,0.000,0.000
361.6493,0.000,0.000,0.000
361.6528,0.000,0.000,0.000
361.6562,0.000,0.000,0.000
361.6597,0.000,0.000,0.000
361.6632,0.000,0.000,0.000
361.6667,0.000,0.000,0.000
361.6701,0.000,0.000,0.000
361.6736,0.000,0.000,0.000
361.6771,0.000,0.000,0.000
361.6805,0.000,0.000,0.000
361.6840,0.000,0.000,0.000
361.6875,0.000,0.000,0.000
361.6910,0.000,0.000,0.000
361.6945,0.000,0.000,0.000
361.6979,0.000,0.000,0.000
361.7014,0.000,0.000,0.000
361.7049,0.000,0.000,0.000
361.7083,0.000,0.000,0.000
361.7118,0.000,0.000,0.000
361.7153,0.000,0.000,0.000
361.7188,0.000,0.000,0.000
361.7222,0.000,0.000,0.000
361.7257,0.000,0.000,0.000
361.7292,0.000,0.000,0.000
361.7326,0.000,0.000,0.000
361.7361,0.000,0.000,0.000
361.7396,0.000,0.000,0.000
361.7430,0.000,0.000,0.000
361.7465,0.000,0.000,0.000
361.7500,0.000,0.000,0.000
361.7535,0.000,0.000,0.000
361.7570,0.000,0.000,0.000
361.7604,0.000,0.000,0.000
361.7639,0.000,0.000,0.000
361.7674,0.000,0.000,0.000
361.7708,0.000,0.000,0.000
361.7743,0.000,0.000,0.000
361.7778,0.000,0.000,0.000
361.7812,0.000,0.000,0.000
361.7847,0.000,0.000,0.000
361.7882,0.000,0.000,0.000
361.7917,0.000,0.000,0.000
361.7951,0.000,0.000,0.000
361.7986,0.000,0.000,0.000
361.8021,0.000,0.000,0.000
361.8055,0.000,0.000,0.000
361.8090,0.000,0.000,0.000
361.8125,0.000,0.000,0.000
361.8160,0.000,0.000,0.000
361.8195,0.000,0.000,0.000
361.8229,0.000,0.000,0.000
361.8264,0.000,0.000,0.000
361.8299,0.000,0.000,0.000
361.8333,0.000,0.000,0.000
361.8368,0.000,0.000,0.000
361.8403,0.000,0.000,0.000
361.8438,0.000,0.000,0.000
361.8472,0.000,0.000,0.000
361.8507,0.000,0.000,0.000
361.8542,0.000,0.000,0.000
361.8576,0.000,0.000,0.000
361.8611,0.000,0.000,0.000
361.8646,0.000,0.000,0.000
361.8680,0.000,0.000,0.000
361.8715,0.000,0.000,0.000
361.8750,0.000,0.000,0.000
361.8785,0.000,0.000,0.000
361.8820,0.000,0.000,0.000
361.8854,0.000,0.000,0.000
361.8889,0.000,0.000,0.000
361.8924,0.000,0.000,0.000
361.8958,0.000,0.000,0.000
361.8993,0.000,0.000,0.000
361.9028,0.000,0.000,0.000
361.9062,0.000,0.000,0.000
361.9097,0.000,0.000,0.000
361.9132,0.000,0.000,0.000
361.9167,0.000,0.000,0.000
361.9201,0.000,0.000,0.000
361.9236,0.000,0.000,0.000
361.9271,0.000,0.000,0.000
361.9305,0.000,0.000,0.000
361.9340,0.000,0.000,0.000
361.9375,0.000,0.000,0.000
361.9410,0.000,0.000,0.000
361.9445,0.000,0.000,0.000
361.9479,0.000,0.000,0.000
361.9514,0.000,0.000,0.000
361.9549,0.000,0.000,0.000
361.9583,0.000,0.000,0.000
361.9618,0.000,0.000,0.000
361.9653,0.000,0.000,0.000
361.9688,0.000,0.000,0.000
361.9722,0.000,0.000,0.000
361.9757,0.000,0.000,0.000
361.9792,0.000,0.000,0.000
361.9826,0.000,0.000,0.000
361.9861,0.000,0.000,0.000
361.9896,0.000,0.000,0.000
361.9930,0.000,0.000,0.000
361.9965,0.000,0.000,0.000
362.0000,0.000,0.000,0.000
362.0035,0.000,0.000,0.000
362.0070,0.000,0.000,0.000
362.0104,0.000,0.000,0.000
362.0139,0.000,0.000,0.000
362.0174,0.000,0.000,0.000
362.0208,0.000,0.000,0.000
362.0243,0.000,0.000,0.000
362.0278,0.000,0.000,0.000
362.0312,0.000,0.000,0.000
362.0347,0.000,0.000,0.000
362.0382,0.000,0.000,0.000
362.0417,0.000,0.000,0.000
362.0451,0.000,0.000,0.000
362.0486,0.000,0.000,0.000
362.0521,0.000,0.000,0.000
362.0555,0.000,0.000,0.000
362.0590,0.000,0.000,0.000
362.0625,0.000,0.000,0.000
362.0660,0.000,0.000,0.000
362.0695,0.000,0.000,0.000
362.0729,0.000,0.000,0.000
362.0764,0.000,0.000,0.000
362.0799,0.000,0.000,0.000
362.0833,0.000,0.000,0.000
362.0868,0.000,0.000,0.000
362.0903,0.000,0.000,0.000
362.0938,0.000,0.000,0.000
362.0972,0.000,0.000,0.000
362.1007,0.000,0.000,0.000
362.1042,0.000,0.000,0.000
362.1076,0.000,0.000,0.000
362.1111,0.000,0.000,0.000
362.1146,0.000,0.000,0.000
362.1180,0.000,0.000,0.000
362.1215,0.000,0.000,0.000
362.1250,0.000,0.000,0.000
362.1285,0.000,0.000,0.000
362.1320,0.000,0.000,0.000
362.1354,0.000,0.000,0.000
362.1389,0.000,0.000,0.000
362.1424,0.000,0.000,0.000
362.1458,0.000,0.000,0.000
362.1493,0.000,0.000,0.000
362.1528,0.000,0.000,0.000
362.1562,0.000,0.000,0.000
362.1597,0.000,0.000,0.000
362.1632,0.000,0.000,0.000
362.1667,0.000,0.000,0.000
362.1701,0.000,0.000,0.000
362.1736,0.000,0.000,0.000
