TEDDI,2013-07-25 10:12:36.242,72,5,24,30,96,23.42,37.9,598,57.01,45,298,245,23.5,56.5,54.2
TEDDI,2013-07-25 10:12:42.256,72,5,24,31,72,23.42,38.8,603,57.01,101,612,257,23.5,76.9,67.3
TEDDI,2013-07-25 10:12:48.271,72,5,24,32,48,23.42,33.8,603,57.01,41,300,188,23.5,55.9,53.8
TEDDI,2013-07-25 10:12:54.286,72,5,24,33,24,23.42,39.8,602,57.01,61,298,253,23.5,78.9,71.0
TEDDI,2013-07-25 10:13:00.300,72,5,24,34,0,23.42,37.9,600,57.01,57,292,156,23.5,76.5,60.0
TEDDI,2013-07-25 10:12:36.975,93,5,24,30,96,23.80,195.5,630,58.20,37,313,277,23.5,53.2,51.7
TEDDI,2013-07-25 10:12:42.999,93,5,24,31,72,23.80,190.8,631,58.20,37,312,255,23.5,54.0,51.7
TEDDI,2013-07-25 10:12:49.015,93,5,24,32,48,23.80,190.8,630,58.20,37,317,276,23.5,53.2,51.4
TEDDI,2013-07-25 10:12:55.030,93,5,24,33,24,23.80,174.5,631,58.20,33,280,150,23.5,53.2,51.4
TEDDI,2013-07-25 10:13:01.044,93,5,24,34,0,23.80,285.0,632,58.20,280,309,290,40.3,42.8,41.2
TEDDI,2013-07-25 10:12:40.456,110,5,24,30,96,24.01,134.8,607,54.57,4,997,412,23.5,78.0,63.6
TEDDI,2013-07-25 10:12:46.471,110,5,24,31,72,24.01,132.6,608,54.57,230,385,305,36.5,39.2,37.9
TEDDI,2013-07-25 10:12:52.485,110,5,24,32,48,24.01,105.7,609,54.59,29,333,279,23.5,56.5,51.7
TEDDI,2013-07-25 10:12:58.500,110,5,24,33,24,24.01,130.5,609,54.59,285,385,307,37.9,49.4,41.2
TEDDI,2013-07-25 10:13:04.265,110,5,24,34,1,24.01,129.4,611,54.59,291,392,312,37.9,54.5,40.3
TEDDI,2013-07-25 10:12:43.098,82,5,24,30,96,22.74,79.0,698,60.43,17,301,207,23.5,52.4,46.8
TEDDI,2013-07-25 10:12:49.113,82,5,24,31,72,22.74,89.2,705,60.43,17,303,210,23.5,47.6,45.3
TEDDI,2013-07-25 10:12:55.128,82,5,24,32,48,22.74,79.7,705,60.43,1,839,354,23.5,77.1,63.3
TEDDI,2013-07-25 10:13:01.143,82,5,24,33,24,22.76,81.0,705,60.43,17,287,156,23.5,53.2,46.8
TEDDI,2013-07-25 10:13:07.158,82,5,24,34,0,22.76,82.3,705,60.41,33,521,263,23.5,58.8,56.2
TEDDI,2013-07-25 10:12:43.688,71,5,24,30,96,23.25,285.0,615,57.62,247,275,264,37.9,56.8,42.8
TEDDI,2013-07-25 10:12:49.703,71,5,24,31,72,23.25,285.0,621,57.62,5,420,155,23.5,78.8,66.2
TEDDI,2013-07-25 10:12:55.717,71,5,24,32,48,23.23,285.0,622,57.62,13,1017,173,23.5,71.5,63.4
TEDDI,2013-07-25 10:13:01.732,71,5,24,33,24,23.23,285.0,623,57.62,5,524,212,23.5,64.0,54.4
TEDDI,2013-07-25 10:13:07.746,71,5,24,34,0,23.25,285.0,624,57.62,5,1013,197,23.5,51.4,49.4
TEDDI,2013-07-25 10:12:58.333,91,5,24,35,96,23.28,19.8,605,56.54,25,1013,144,23.5,74.7,61.5
TEDDI,2013-07-25 10:13:04.347,91,5,24,36,72,23.27,18.4,608,56.54,23,645,302,23.5,77.0,68.1
TEDDI,2013-07-25 10:13:10.362,91,5,24,37,48,23.28,21.0,608,56.54,258,298,278,44.2,45.3,44.8
TEDDI,2013-07-25 10:13:16.377,91,5,24,38,24,23.27,22.8,608,56.54,37,277,118,23.5,57.5,55.7
TEDDI,2013-07-25 10:13:22.391,91,5,24,39,0,23.28,23.5,608,56.54,259,309,278,23.5,69.7,54.4
TEDDI,2013-07-25 10:13:06.241,72,5,24,35,96,23.42,37.0,600,57.03,9,997,152,23.5,56.5,53.8
TEDDI,2013-07-25 10:13:12.255,72,5,24,36,72,23.42,36.7,602,57.01,68,660,328,23.5,67.1,65.1
TEDDI,2013-07-25 10:13:18.270,72,5,24,37,48,23.40,34.4,603,57.01,270,311,287,42.1,44.2,42.8
TEDDI,2013-07-25 10:13:24.285,72,5,24,38,24,23.42,38.2,602,57.01,45,389,226,23.5,73.8,65.3
TEDDI,2013-07-25 10:13:30.299,72,5,24,39,0,23.42,36.7,602,57.01,41,299,209,23.5,54.7,53.4
TEDDI,2013-07-25 10:13:07.083,93,5,24,35,96,23.79,285.0,627,58.23,274,319,291,40.3,42.8,41.2
